age,gender,height,weight,workout_type,duration,calories_burned,intensity,calories_intake,bmi,goal_A,goal_B,goal_C,goal_D,goal_E,goal_F,goal_G,goal_H
35,Male,155,114,5,16,738,Low,2717,47.450572320499475,0,1,0,0,0,0,1,1
30,Female,181,108,4,117,891,Low,1781,32.96602667806233,0,0,0,0,1,0,1,1
40,Female,168,58,0,42,123,Medium,2038,20.549886621315196,0,0,0,1,0,0,1,0
22,Other,199,73,0,90,511,Medium,2288,18.433877932375445,0,0,0,0,0,0,0,0
58,Female,162,94,4,111,321,Low,3932,35.81771071483005,0,0,0,0,1,0,1,1
41,Female,194,88,5,14,484,Medium,3255,23.381868423849507,0,0,0,1,0,0,1,1
51,Male,195,53,1,83,638,High,2570,13.93819855358317,0,0,0,0,0,0,1,1
44,Female,151,60,5,95,647,Medium,2484,26.314635323012148,0,1,0,1,0,0,1,1
29,Male,198,99,1,32,399,Low,2963,25.252525252525253,0,1,0,1,0,0,1,1
42,Other,195,67,4,21,775,Medium,3394,17.61998685075608,0,0,0,0,1,0,1,1
30,Male,189,98,3,51,322,Medium,2568,27.434842249657066,0,1,1,0,1,0,1,0
31,Female,174,92,5,118,497,Medium,2437,30.38710529792575,0,1,0,0,0,0,1,1
40,Other,155,111,0,116,475,Medium,2188,46.20187304890738,0,1,0,0,0,0,1,0
38,Female,167,73,4,109,961,Medium,1893,26.175194521137367,0,0,0,0,1,0,1,1
29,Other,192,78,1,52,280,High,2470,21.158854166666668,0,0,0,1,0,0,1,1
26,Female,172,99,4,114,907,Medium,3828,33.46403461330449,0,0,0,0,1,0,1,1
39,Male,181,59,5,98,566,Medium,2441,18.009218277830346,0,0,0,0,0,0,1,1
40,Other,195,108,3,14,358,High,3751,28.40236686390533,0,1,1,0,1,0,1,0
55,Other,192,95,4,54,944,Medium,1565,25.770399305555557,0,0,0,0,1,0,1,1
33,Other,199,117,4,20,174,High,1551,29.544708466957903,0,0,0,0,1,0,1,1
52,Male,184,54,1,98,331,Medium,2507,15.949905482041586,0,0,0,0,0,0,1,1
41,Male,194,108,3,116,163,High,3549,28.69592942926985,0,1,1,0,1,0,1,0
19,Other,193,54,2,97,810,Medium,2496,14.49703347740879,0,0,1,0,0,0,0,0
32,Male,175,66,0,73,334,High,1812,21.551020408163264,0,0,0,1,0,1,1,0
31,Other,152,103,3,71,649,Medium,3662,44.58102493074792,0,1,0,0,1,0,1,0
55,Male,198,116,1,119,148,Medium,3140,29.58881746760535,0,1,0,1,0,0,1,1
50,Other,183,111,0,57,334,High,3640,33.14521186061094,0,1,0,0,0,0,1,0
29,Male,157,75,5,73,740,Medium,3805,30.427197857925268,0,1,0,0,0,0,1,1
51,Other,159,79,4,113,995,Medium,3657,31.24876389383331,0,0,0,0,1,0,1,1
49,Male,177,100,2,26,578,High,2916,31.91930798940279,0,1,0,0,0,0,0,0
46,Male,187,56,2,119,627,High,1982,16.014183991535358,0,0,1,0,0,0,0,0
32,Male,159,99,3,98,214,Medium,2765,39.15984336062655,0,1,0,0,1,0,1,0
37,Other,153,53,4,17,898,High,2803,22.64086462471699,0,0,0,0,1,0,1,1
49,Other,160,69,3,112,139,Medium,3096,26.953124999999996,0,1,1,0,1,0,1,0
37,Other,196,55,2,98,704,Low,3520,14.316951270304042,0,0,1,0,0,0,0,0
28,Male,176,73,1,57,562,High,3408,23.56663223140496,0,0,0,1,0,0,1,1
18,Male,154,119,1,119,195,Medium,3927,50.17709563164109,0,1,0,0,0,0,0,1
51,Female,175,90,2,61,448,High,2230,29.387755102040817,0,1,0,1,0,0,0,0
24,Male,161,104,2,87,758,Medium,2435,40.121908876972334,0,1,0,0,0,0,0,0
35,Male,179,116,3,31,762,Low,3965,36.20361411940951,0,1,0,0,1,0,1,0
41,Other,156,78,0,94,281,Low,2189,32.05128205128205,0,1,0,0,0,0,1,0
30,Male,157,76,4,50,413,Low,1839,30.832893829364274,0,0,0,0,1,0,1,1
29,Male,155,88,2,100,766,High,2140,36.628511966701346,0,1,0,0,0,0,0,0
41,Other,182,53,1,69,133,Low,3493,16.000483033450067,0,0,0,0,0,0,1,1
56,Female,193,106,5,20,277,Medium,3698,28.457139788987625,0,0,0,1,0,0,1,1
55,Male,166,102,2,63,611,Medium,1999,37.015532007548266,0,1,0,0,0,0,0,0
57,Male,194,90,3,12,528,Low,3717,23.91327452439154,0,0,0,0,1,0,1,0
44,Female,164,93,3,32,637,High,2801,34.577632361689474,0,1,0,0,1,0,1,0
38,Male,157,80,0,115,796,Medium,3499,32.45567771512029,0,1,0,0,0,0,1,0
44,Male,160,67,4,16,403,Low,2994,26.171874999999996,0,0,0,0,1,0,1,1
46,Other,153,80,0,81,389,Low,2509,34.17488999957281,0,1,0,0,0,0,1,0
32,Male,173,56,5,28,812,Low,3666,18.710949246550168,0,0,0,1,0,1,1,1
53,Female,188,83,4,63,536,Medium,2220,23.48347668628339,0,0,0,0,1,0,1,1
29,Other,151,100,2,70,423,High,2844,43.857725538353584,0,1,0,0,0,0,0,0
23,Male,190,62,5,68,456,High,3073,17.174515235457065,0,0,0,0,0,0,0,1
54,Other,188,54,0,105,124,High,3911,15.278406518786783,0,0,0,0,0,0,1,0
40,Other,185,67,0,32,126,Medium,1840,19.576333089846603,0,0,0,1,0,0,1,0
44,Female,164,56,0,59,840,High,2591,20.820939916716245,0,0,0,1,0,0,1,0
22,Male,167,115,5,48,710,Low,3765,41.23489547850407,0,1,0,0,0,0,0,1
22,Male,169,112,5,68,819,Medium,3560,39.21431322432689,0,1,0,0,0,0,0,1
54,Other,157,88,4,40,260,Low,3593,35.70124548663232,0,0,0,0,1,0,1,1
23,Male,173,80,5,84,525,Low,3983,26.729927495071667,0,1,0,1,0,0,0,1
56,Male,188,116,0,44,247,Medium,1928,32.820280669986424,0,0,0,0,0,0,1,0
35,Female,180,71,3,42,420,Medium,3569,21.91358024691358,1,0,1,0,1,1,1,0
29,Other,166,70,3,49,232,Low,2426,25.402816083611555,0,1,1,0,1,0,1,0
50,Female,151,104,3,65,101,High,2764,45.612034559887725,0,1,0,0,1,0,1,0
40,Male,154,76,5,18,196,Low,2548,32.04587620172036,0,1,0,0,0,0,1,1
19,Male,166,86,2,68,709,High,2686,31.20917404557991,0,1,0,0,0,0,0,0
29,Male,188,76,1,108,764,High,2163,21.50294250792214,0,0,0,1,0,0,1,1
42,Male,154,106,1,26,995,High,1944,44.69556417608366,0,1,0,0,0,0,1,1
23,Other,170,71,2,48,347,High,3533,24.56747404844291,1,0,1,1,0,1,0,0
44,Other,181,91,0,66,220,High,3036,27.776929886145112,0,1,0,1,0,0,1,0
30,Male,160,62,2,108,834,High,3997,24.218749999999996,1,0,1,1,0,1,0,0
45,Female,152,50,0,26,612,Low,3583,21.641274238227147,0,0,0,1,0,0,1,0
26,Other,152,71,2,73,541,Medium,2680,30.730609418282548,0,1,0,0,0,0,0,0
42,Male,154,119,4,22,920,Medium,1813,50.17709563164109,0,0,0,0,1,0,1,1
55,Male,160,117,0,24,376,High,2301,45.70312499999999,0,1,0,0,0,0,1,0
25,Male,152,78,5,34,417,Medium,2108,33.76038781163435,0,1,0,0,0,0,1,1
28,Female,159,110,0,63,279,Low,2172,43.51093706736284,0,1,0,0,0,0,1,0
26,Male,195,98,3,23,957,Medium,3172,25.77251808021039,0,1,1,0,1,0,1,0
41,Female,194,80,0,51,804,Low,2232,21.25624402168137,0,0,0,1,0,0,1,0
36,Male,173,96,5,114,694,Low,3517,32.075912994086,0,1,0,0,0,0,1,1
44,Male,192,64,3,79,220,High,3160,17.36111111111111,0,0,1,0,1,0,1,0
24,Female,160,116,0,79,753,High,3815,45.31249999999999,0,1,0,0,0,0,0,0
25,Female,190,66,2,25,647,Medium,2865,18.282548476454295,0,0,1,0,0,0,0,0
58,Male,157,97,5,50,870,Medium,2863,39.35250922958335,0,0,0,0,0,0,1,1
39,Male,184,91,3,35,443,Low,3768,26.878544423440452,0,1,1,0,1,0,1,0
47,Male,160,80,4,111,353,Medium,3291,31.249999999999993,0,0,0,0,1,0,1,1
42,Female,197,65,5,43,953,Low,3601,16.74869231363859,0,0,0,0,0,0,1,1
57,Other,177,53,5,62,851,High,3420,16.917233234383477,0,0,0,0,0,0,1,1
55,Female,187,115,1,89,584,Medium,1938,32.88627069690297,0,1,0,0,0,0,1,1
51,Female,153,95,5,16,836,High,2046,40.582681874492714,0,1,0,0,0,0,1,1
59,Other,156,57,3,69,682,Low,2317,23.422090729783037,0,0,0,0,1,0,1,0
41,Male,173,82,2,22,533,High,3494,27.39817568244846,0,1,1,1,0,0,0,0
20,Male,191,84,2,85,799,High,3912,23.025684602944,1,0,1,1,0,1,0,0
32,Other,189,107,2,60,680,Medium,3712,29.954368578707204,0,1,0,0,0,0,0,0
45,Male,198,105,0,67,518,High,2011,26.782981328435874,0,1,0,1,0,0,1,0
52,Female,189,108,3,20,860,Low,1633,30.234315948601665,0,1,0,0,1,0,1,0
25,Male,154,99,2,113,224,High,1870,41.74397031539889,0,1,0,0,0,0,0,0
57,Other,176,83,0,77,663,Low,3876,26.794938016528928,0,0,0,1,0,0,1,0
26,Other,158,86,3,35,122,Medium,2969,34.449607434705975,0,1,0,0,1,0,1,0
55,Female,153,99,3,86,307,High,2160,42.29142637447136,0,1,0,0,1,0,1,0
33,Other,170,93,4,23,468,High,3227,32.17993079584775,0,0,0,0,1,0,1,1
37,Female,186,54,5,76,322,High,1583,15.608740894901143,0,0,0,0,0,0,1,1
35,Male,179,68,2,115,637,Medium,2404,21.22280827689523,1,0,1,1,0,1,0,0
29,Male,162,98,5,93,274,High,2585,37.34186861758877,0,1,0,0,0,0,1,1
49,Female,171,54,4,40,637,Medium,3694,18.467220683287167,0,0,0,0,1,0,1,1
23,Female,178,92,1,72,423,Low,1604,29.036737785633125,0,1,0,1,0,0,0,1
19,Female,164,79,3,84,374,Low,1668,29.372397382510414,0,1,1,0,1,0,0,0
43,Female,198,119,0,21,377,High,3901,30.35404550556066,0,1,0,0,0,0,1,0
29,Male,182,98,0,101,715,Medium,3763,29.585798816568044,0,1,0,1,0,0,1,0
52,Female,156,116,4,70,592,Low,3238,47.66600920447074,0,0,0,0,1,0,1,1
29,Female,166,91,1,21,220,Low,3843,33.02366090869502,0,1,0,0,0,0,1,1
51,Female,180,110,1,59,912,High,1584,33.95061728395061,0,1,0,0,0,0,1,1
47,Male,178,70,4,53,347,Low,2036,22.093170054286073,0,0,0,0,1,0,1,1
33,Male,182,79,4,104,197,Low,3295,23.849776597029344,0,0,0,0,1,1,1,1
46,Male,172,74,0,51,106,Low,2448,25.013520822065985,0,1,0,1,0,0,1,0
47,Other,187,111,0,14,111,Medium,3191,31.742400411793298,0,1,0,0,0,0,1,0
35,Female,151,51,2,63,919,Medium,2573,22.367440024560327,1,0,1,1,0,1,0,0
28,Other,175,89,0,48,427,Medium,2537,29.06122448979592,0,1,0,1,0,0,1,0
35,Female,173,107,2,93,294,Low,3099,35.751278024658355,0,1,0,0,0,0,0,0
37,Other,183,92,1,60,352,Medium,1511,27.471707127713575,0,1,0,1,0,0,1,1
40,Female,175,78,4,80,658,Low,3458,25.46938775510204,0,0,0,0,1,0,1,1
50,Other,181,107,1,14,189,Low,3105,32.6607856903025,0,1,0,0,0,0,1,1
34,Female,174,65,0,80,161,High,1672,21.469150482230148,0,0,0,1,0,1,1,0
50,Female,171,67,5,83,643,Low,2209,22.91303307000445,0,0,0,1,0,0,1,1
44,Female,174,114,4,23,144,Low,2643,37.65358699960365,0,0,0,0,1,0,1,1
45,Other,179,65,4,60,368,Medium,2082,20.286507911738084,0,0,0,0,1,0,1,1
42,Other,151,117,2,68,554,High,2110,51.31353887987369,0,1,0,0,0,0,0,0
54,Male,180,111,3,61,969,Low,3076,34.25925925925926,0,1,0,0,1,0,1,0
47,Other,164,107,0,83,995,Low,3127,39.782867340868535,0,1,0,0,0,0,1,0
59,Male,170,82,1,65,137,Low,3291,28.373702422145332,0,0,0,1,0,0,1,1
43,Female,155,109,0,21,300,High,3491,45.36940686784599,0,1,0,0,0,0,1,0
33,Female,169,90,0,49,873,Medium,3064,31.51150169811982,0,1,0,0,0,0,1,0
20,Male,183,119,2,33,728,Medium,2901,35.534055958672994,0,1,0,0,0,0,0,0
40,Female,198,50,1,95,454,High,1832,12.753800632588511,0,0,0,0,0,0,1,1
33,Male,180,105,3,60,305,Low,1999,32.407407407407405,0,1,0,0,1,0,1,0
29,Other,184,90,3,59,801,Medium,1619,26.583175803402646,0,1,1,0,1,0,1,0
18,Female,163,65,4,59,255,High,3497,24.46460160337235,0,0,0,0,1,1,0,1
56,Female,163,92,1,94,834,High,3688,34.62682073092702,0,0,0,0,0,0,1,1
40,Other,198,107,1,33,195,Low,2145,27.293133353739414,0,1,0,1,0,0,1,1
21,Other,158,117,0,17,485,Medium,3526,46.867489184425565,0,1,0,0,0,0,0,0
42,Male,155,96,1,74,821,High,2489,39.95837669094693,0,1,0,0,0,0,1,1
28,Female,175,116,4,99,910,Low,2571,37.87755102040816,0,0,0,0,1,0,1,1
59,Female,195,78,3,56,386,High,3964,20.512820512820515,0,0,0,0,1,0,1,0
25,Female,173,97,4,61,631,High,2731,32.4100370877744,0,0,0,0,1,0,1,1
48,Other,167,54,1,36,138,Medium,1716,19.362472659471475,0,0,0,1,0,0,1,1
41,Female,163,82,5,26,908,Low,1917,30.863035868869737,0,1,0,0,0,0,1,1
53,Other,196,62,0,100,634,High,3262,16.139108704706373,0,0,0,0,0,0,1,0
18,Female,192,82,0,16,591,High,3808,22.24392361111111,0,0,0,1,0,1,0,0
55,Other,198,51,2,101,971,Low,2598,13.008876645240282,0,0,0,0,0,0,0,0
47,Other,174,116,3,10,581,High,2415,38.314176245210724,0,1,0,0,1,0,1,0
21,Male,164,73,2,38,987,Low,3295,27.141582391433676,0,1,1,1,0,0,0,0
57,Female,162,88,5,11,732,Low,2527,33.53147386069196,0,0,0,0,0,0,1,1
32,Male,178,79,4,72,451,High,3170,24.933720489837143,0,0,0,0,1,0,1,1
26,Female,181,66,1,44,179,High,1634,20.1459051921492,0,0,0,1,0,0,1,1
54,Female,163,93,0,62,282,Medium,3443,35.00319921713275,0,1,0,0,0,0,1,0
26,Female,175,112,3,34,914,High,1598,36.57142857142857,0,1,0,0,1,0,1,0
24,Male,156,92,5,14,449,Low,3120,37.804076265614725,0,1,0,0,0,0,0,1
44,Other,191,102,2,24,615,Low,2448,27.959759875003428,0,1,1,1,0,0,0,0
55,Other,166,101,1,110,498,Low,3422,36.65263463492524,0,1,0,0,0,0,1,1
49,Female,165,83,1,24,726,High,2202,30.48668503213958,0,1,0,0,0,0,1,1
53,Other,155,102,5,35,689,High,3839,42.45577523413111,0,1,0,0,0,0,1,1
39,Male,171,106,4,38,544,Medium,2811,36.25047023015629,0,0,0,0,1,0,1,1
56,Male,164,108,3,55,540,Low,2486,40.15466983938133,0,0,0,0,1,0,1,0
38,Other,166,57,3,21,366,High,1789,20.685150239512268,1,0,1,0,1,0,1,0
31,Female,196,96,3,68,531,High,3578,24.989587671803417,0,0,1,0,1,0,1,0
32,Other,191,62,0,46,984,High,2089,16.995148159315807,0,0,0,0,0,0,1,0
28,Female,168,95,5,79,108,Low,2878,33.6592970521542,0,1,0,0,0,0,1,1
25,Other,198,103,0,59,736,Medium,2258,26.272829303132333,0,1,0,1,0,0,1,0
37,Other,186,94,0,35,460,Low,3434,27.170771187420506,0,1,0,1,0,0,1,0
46,Other,183,110,2,23,752,Medium,2565,32.846606348353184,0,1,0,0,0,0,0,0
48,Other,150,70,1,41,866,High,1625,31.11111111111111,0,1,0,0,0,0,1,1
39,Female,180,79,1,96,605,Medium,3727,24.382716049382715,0,0,0,1,0,0,1,1
48,Other,158,53,5,12,701,Medium,3761,21.230572023714146,0,0,0,1,0,0,1,1
34,Other,162,56,0,105,909,High,3881,21.338210638622158,0,0,0,1,0,1,1,0
21,Other,163,102,4,42,194,Low,3560,38.39060559298431,0,0,0,0,1,0,0,1
33,Other,192,111,0,81,582,Medium,3383,30.110677083333336,0,1,0,0,0,0,1,0
54,Other,164,88,5,33,191,Medium,2578,32.718619869125526,0,1,0,0,0,0,1,1
29,Other,151,101,2,54,708,Low,3777,44.29630279373712,0,1,0,0,0,0,0,0
41,Other,167,115,2,103,660,Low,2901,41.23489547850407,0,1,0,0,0,0,0,0
49,Female,155,51,4,11,850,High,2214,21.227887617065555,0,0,0,0,1,0,1,1
26,Other,173,83,5,26,427,Low,2421,27.732299776136855,0,1,0,1,0,0,1,1
47,Male,163,56,2,97,546,Medium,3840,21.077195227520797,0,0,1,1,0,0,0,0
47,Other,164,82,1,28,368,Low,2752,30.487804878048784,0,1,0,0,0,0,1,1
55,Male,156,102,3,31,842,Medium,1651,41.913214990138066,0,1,0,0,1,0,1,0
36,Female,160,64,4,23,995,Low,3861,24.999999999999996,0,0,0,0,1,0,1,1
24,Female,185,117,1,60,100,High,2660,34.18553688823959,0,1,0,0,0,0,0,1
20,Male,195,105,3,115,496,High,2943,27.613412228796847,0,1,1,0,1,0,0,0
42,Female,187,86,1,92,416,High,2634,24.59321112985787,0,0,0,1,0,0,1,1
27,Female,186,71,1,15,259,Low,1628,20.522603769221874,0,0,0,1,0,0,1,1
28,Other,182,84,3,10,773,Medium,1751,25.359256128486894,0,1,1,0,1,0,1,0
45,Other,163,112,0,79,567,Low,3788,42.15439045504159,0,1,0,0,0,0,1,0
55,Male,167,85,2,75,902,High,3923,30.477966223242138,0,1,0,0,0,0,0,0
22,Other,183,75,4,115,602,Medium,3472,22.395413419331717,0,0,0,0,1,1,0,1
21,Male,150,117,5,29,586,High,2041,52.0,0,1,0,0,0,0,0,1
39,Female,164,77,0,109,425,High,2332,28.628792385484836,0,1,0,1,0,0,1,0
35,Other,159,51,0,64,942,Medium,1756,20.17325264032277,0,0,0,1,0,1,1,0
30,Male,151,87,5,33,109,Low,2754,38.15622121836761,0,1,0,0,0,0,1,1
29,Male,182,78,5,12,822,Low,2252,23.54788069073783,0,0,0,1,0,1,1,1
25,Male,166,104,2,17,546,High,3182,37.741326752794315,0,1,0,0,0,0,0,0
49,Other,176,73,1,15,450,Medium,2329,23.56663223140496,0,0,0,1,0,0,1,1
30,Male,181,114,4,69,707,Medium,2272,34.79747260462135,0,0,0,0,1,0,1,1
50,Female,191,79,3,89,434,High,2858,21.655108138483047,0,0,1,0,1,0,1,0
39,Female,183,111,2,37,863,Medium,2625,33.14521186061094,0,1,0,0,0,0,0,0
42,Female,190,88,5,38,522,High,3660,24.37673130193906,0,0,0,1,0,0,1,1
26,Female,190,57,1,92,861,Medium,3826,15.789473684210527,0,0,0,0,0,0,1,1
19,Female,150,101,3,38,726,Medium,2130,44.888888888888886,0,1,0,0,1,0,0,0
46,Male,161,114,3,71,177,Medium,2124,43.97978473052736,0,1,0,0,1,0,1,0
42,Female,163,79,3,81,180,Medium,3094,29.733900410252552,0,1,1,0,1,0,1,0
34,Other,197,73,1,117,675,Medium,3902,18.81006982916334,0,0,0,1,0,0,1,1
53,Male,155,61,3,72,998,Low,2525,25.390218522372525,0,1,0,0,1,0,1,0
46,Male,159,62,4,72,834,Low,3671,24.524346347059055,0,0,0,0,1,0,1,1
23,Other,184,63,2,21,217,Medium,3645,18.608223062381853,1,0,1,1,0,1,0,0
20,Other,199,94,2,118,286,High,3285,23.73677432388071,1,0,1,1,0,1,0,0
58,Other,179,103,5,84,752,Low,1846,32.14631253706189,0,0,0,0,0,0,1,1
50,Female,196,70,1,44,391,Medium,2870,18.221574344023324,0,0,0,0,0,0,1,1
36,Male,169,101,0,119,784,Low,2373,35.36290746122335,0,1,0,0,0,0,1,0
38,Other,195,81,0,13,694,Medium,3974,21.301775147928996,0,0,0,1,0,0,1,0
34,Male,166,59,2,118,320,High,1789,21.410944984758313,1,0,1,1,0,1,0,0
51,Male,185,114,3,65,585,High,3660,33.30898466033601,0,1,0,0,1,0,1,0
54,Other,185,51,2,58,515,Low,3084,14.901387874360847,0,0,0,0,0,0,0,0
34,Other,164,96,5,43,884,Medium,2202,35.693039857227845,0,1,0,0,0,0,1,1
30,Female,195,66,0,24,645,Low,3759,17.357001972386588,0,0,0,0,0,0,1,0
39,Other,163,76,1,100,242,Medium,1924,28.604764951635367,0,1,0,1,0,0,1,1
28,Other,169,114,3,61,674,High,1834,39.91456881761844,0,1,0,0,1,0,1,0
21,Female,158,93,3,63,504,High,3709,37.25364524915878,0,1,0,0,1,0,0,0
53,Female,181,110,5,68,916,Low,2106,33.576508653582,0,1,0,0,0,0,1,1
21,Other,156,99,3,53,773,High,3631,40.68047337278106,0,1,0,0,1,0,0,0
33,Other,193,107,0,41,621,Low,2988,28.7256033719026,0,1,0,1,0,0,1,0
34,Female,179,109,2,85,722,Low,3026,34.01891326737618,0,1,0,0,0,0,0,0
49,Female,181,110,2,115,261,Low,2162,33.576508653582,0,1,0,0,0,0,0,0
46,Male,180,105,5,117,454,Medium,3732,32.407407407407405,0,1,0,0,0,0,1,1
44,Male,157,100,4,44,154,Medium,3299,40.56959714390036,0,0,0,0,1,0,1,1
49,Female,196,57,4,25,294,Low,2940,14.83756768013328,0,0,0,0,1,0,1,1
44,Female,192,113,3,108,984,Medium,1500,30.653211805555557,0,1,0,0,1,0,1,0
27,Male,184,109,1,64,499,Low,2333,32.19517958412098,0,1,0,0,0,0,1,1
18,Male,199,75,2,46,174,Low,2556,18.938915683947375,1,0,1,1,0,1,0,0
48,Male,185,106,3,106,832,High,3991,30.97151205259313,0,1,0,0,1,0,1,0
53,Male,159,91,5,77,563,Low,2632,35.99541157390926,0,1,0,0,0,0,1,1
22,Female,190,119,0,41,907,Low,3000,32.96398891966759,0,1,0,0,0,0,0,0
44,Male,190,93,4,108,968,Low,2661,25.761772853185597,0,0,0,0,1,0,1,1
39,Male,152,59,2,52,683,Medium,3620,25.536703601108034,0,1,1,1,0,0,0,0
55,Female,189,55,2,73,716,High,2408,15.397105344195293,0,0,0,0,0,0,0,0
27,Other,199,64,5,47,181,High,3388,16.16120805030176,0,0,0,0,0,0,1,1
51,Other,162,58,3,50,690,High,2480,22.10028959000152,0,0,0,0,1,0,1,0
45,Male,151,100,4,95,230,Low,2874,43.857725538353584,0,0,0,0,1,0,1,1
57,Female,151,97,5,104,621,High,2816,42.54199377220297,0,0,0,0,0,0,1,1
23,Other,186,61,1,18,792,Medium,2180,17.632096196092032,0,0,0,0,0,0,0,1
54,Male,178,118,4,93,558,High,1804,37.242772377225094,0,0,0,0,1,0,1,1
38,Female,199,59,4,73,137,Low,3880,14.898613671371935,0,0,0,0,1,0,1,1
35,Other,188,54,4,38,938,Low,3973,15.278406518786783,0,0,0,0,1,0,1,1
29,Female,194,52,5,100,382,High,1675,13.81655861409289,0,0,0,0,0,0,1,1
29,Female,193,105,5,101,295,Low,1958,28.188676206072646,0,1,0,1,0,0,1,1
26,Male,192,98,2,39,404,Low,1848,26.58420138888889,0,1,1,1,0,0,0,0
30,Female,186,110,4,94,412,High,3367,31.795583304428252,0,0,0,0,1,0,1,1
40,Female,183,106,0,22,741,High,3615,31.652184299322162,0,1,0,0,0,0,1,0
19,Other,192,73,1,62,243,High,1684,19.80251736111111,0,0,0,1,0,0,0,1
34,Male,182,52,1,105,947,Low,2952,15.698587127158554,0,0,0,0,0,0,1,1
27,Female,173,116,2,102,406,Medium,2705,38.75839486785392,0,1,0,0,0,0,0,0
26,Male,177,85,2,115,479,Low,1503,27.13141179099237,0,1,1,1,0,0,0,0
20,Other,157,117,2,20,663,High,3691,47.46642865836342,0,1,0,0,0,0,0,0
37,Male,179,119,0,115,659,Medium,1918,37.13991448456665,0,1,0,0,0,0,1,0
44,Other,164,111,4,108,916,Low,2424,41.2700773349197,0,0,0,0,1,0,1,1
49,Female,162,63,4,39,884,High,2045,24.005486968449926,0,0,0,0,1,0,1,1
21,Other,152,56,1,20,726,High,3516,24.238227146814403,0,0,0,1,0,0,0,1
25,Other,170,112,3,104,978,Medium,3083,38.754325259515575,0,1,0,0,1,0,1,0
46,Male,184,94,3,75,287,Low,2918,27.764650283553873,0,1,1,0,1,0,1,0
56,Female,170,71,3,64,592,High,1501,24.56747404844291,0,0,0,0,1,0,1,0
56,Female,152,69,1,109,348,Medium,2867,29.864958448753463,0,0,0,1,0,0,1,1
19,Female,179,60,5,79,732,Medium,2803,18.726007303142847,0,0,0,1,0,1,0,1
54,Other,159,116,2,119,174,Low,3311,45.88426090740081,0,1,0,0,0,0,0,0
51,Male,165,92,4,17,887,High,1764,33.792470156106525,0,0,0,0,1,0,1,1
38,Female,172,65,2,31,314,High,2838,21.971335857220122,1,0,1,1,0,0,0,0
38,Male,162,119,0,106,368,Low,3331,45.34369760707208,0,1,0,0,0,0,1,0
23,Other,194,105,3,114,380,Low,3550,27.8988202784568,0,1,1,0,1,0,0,0
49,Female,170,83,1,113,244,Low,3475,28.719723183391007,0,1,0,1,0,0,1,1
29,Male,197,87,5,27,440,Low,2622,22.41748048133165,0,0,0,1,0,1,1,1
46,Female,158,97,5,12,735,Medium,2619,38.85595257170325,0,1,0,0,0,0,1,1
30,Other,166,87,0,64,896,Low,2866,31.572071418202935,0,1,0,0,0,0,1,0
29,Male,160,75,0,68,590,Low,2521,29.296874999999993,0,1,0,1,0,0,1,0
22,Female,187,107,3,83,622,High,3619,30.598530126683627,0,1,0,0,1,0,0,0
40,Other,195,58,4,47,904,Medium,1733,15.253122945430638,0,0,0,0,1,0,1,1
23,Other,180,65,4,119,403,High,2154,20.061728395061728,0,0,0,0,1,1,0,1
54,Other,184,70,2,66,292,Medium,1618,20.6758034026465,0,0,0,1,0,0,0,0
58,Other,172,119,1,113,407,Low,3298,40.2244456462953,0,0,0,0,0,0,1,1
56,Female,160,88,2,51,921,High,2404,34.37499999999999,0,0,0,0,0,0,0,0
26,Male,172,119,5,102,985,Low,3674,40.2244456462953,0,1,0,0,0,0,1,1
30,Male,194,99,1,41,284,Low,1939,26.304601976830696,0,1,0,1,0,0,1,1
32,Other,187,91,3,27,974,Low,2791,26.023048986244955,0,1,1,0,1,0,1,0
49,Other,174,90,4,15,131,Low,3632,29.72651605231867,0,0,0,0,1,0,1,1
50,Other,180,82,5,114,682,High,2440,25.30864197530864,0,1,0,1,0,0,1,1
25,Female,171,116,5,18,156,Medium,3723,39.670325912246504,0,1,0,0,0,0,1,1
34,Other,197,66,3,101,578,High,3210,17.006364503079183,0,0,1,0,1,0,1,0
47,Female,196,67,3,36,844,High,2957,17.440649729279468,0,0,1,0,1,0,1,0
41,Female,197,91,3,23,756,Low,2246,23.448169239094025,0,0,1,0,1,0,1,0
19,Male,184,72,5,70,258,High,2860,21.266540642722116,0,0,0,1,0,1,0,1
31,Male,165,109,2,10,345,Low,1696,40.03673094582186,0,1,0,0,0,0,0,0
33,Other,156,62,4,90,932,High,2403,25.476660092044707,0,0,0,0,1,0,1,1
40,Other,154,92,4,10,957,High,3460,38.792376454714116,0,0,0,0,1,0,1,1
29,Other,188,64,0,46,867,High,3636,18.107741059302853,0,0,0,0,0,0,1,0
35,Male,172,52,4,114,828,High,3897,17.577068685776098,0,0,0,0,1,0,1,1
47,Female,190,72,2,48,973,High,2875,19.94459833795014,0,0,1,1,0,0,0,0
52,Male,164,100,0,84,372,High,3676,37.18024985127901,0,1,0,0,0,0,1,0
38,Other,162,62,0,104,392,Low,2560,23.624447492760247,0,0,0,1,0,0,1,0
44,Other,192,51,5,46,434,Low,2576,13.834635416666668,0,0,0,0,0,0,1,1
22,Other,194,51,2,51,227,Medium,1711,13.550855563821873,0,0,1,0,0,0,0,0
49,Female,195,91,4,78,653,Low,1608,23.931623931623932,0,0,0,0,1,0,1,1
34,Female,189,83,3,20,198,High,3349,23.23563170124017,1,0,1,0,1,1,1,0
